,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Call Out My Name","The Weeknd",5504314,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
2,"God's Plan",Drake,5487334,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",4057984,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,FRIENDS,Marshmello,3598846,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,X,"Nicky Jam",3475875,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,SAD!,XXXTENTACION,3122511,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,IDGAF,"Dua Lipa",3044119,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
8,"The Middle",Zedd,3002502,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
9,"Freaky Friday (feat. Chris Brown)","Lil Dicky",2936846,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
10,"Love Lies (with Normani)",Khalid,2907389,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
11,"Try Me","The Weeknd",2898622,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
12,"Look Alive (feat. Drake)","BlocBoy JB",2797159,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
13,"All The Stars (with SZA)","Kendrick Lamar",2652767,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
14,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2588646,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
15,Mine,Bazzi,2567639,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
16,"Wasted Times","The Weeknd",2418105,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
17,"In My Blood","Shawn Mendes",2389838,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
18,rockstar,"Post Malone",2183661,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
19,"Plug Walk","Rich The Kid",2073011,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
20,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2061762,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
21,Havana,"Camila Cabello",2025519,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
22,Dura,"Daddy Yankee",2024493,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
23,"Hurt You","The Weeknd",1999222,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
24,Delicate,"Taylor Swift",1984248,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
25,"I Was Never There","The Weeknd",1935486,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
26,"Me Niego",Reik,1830611,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
27,"Never Be the Same","Camila Cabello",1780379,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
28,"Like I Do","David Guetta",1737659,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
29,"Pray For Me (with Kendrick Lamar)","The Weeknd",1736175,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
30,"Walk It Talk It",Migos,1731728,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
31,Privilege,"The Weeknd",1648603,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
32,Moonlight,XXXTENTACION,1622310,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
33,"New Rules","Dua Lipa",1595369,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
34,Nevermind,"Dennis Lloyd",1550036,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
35,Bella,Wolfine,1518679,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
36,"Échame La Culpa","Luis Fonsi",1507503,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
37,"Say Something","Justin Timberlake",1498272,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
38,"Ric Flair Drip (& Metro Boomin)",Offset,1478665,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
39,"Shape of You","Ed Sheeran",1437879,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
40,Perfect,"Ed Sheeran",1428603,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
41,Everyday,Logic,1424367,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
42,Wolves,"Selena Gomez",1416766,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
43,"Remind Me to Forget",Kygo,1410558,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
44,Amorfoda,"Bad Bunny",1408048,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
45,"Mad Love","Sean Paul",1404009,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
46,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1399526,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
47,"I Fall Apart","Post Malone",1368352,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
48,"Lost In Japan","Shawn Mendes",1366468,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
49,"River (feat. Ed Sheeran)",Eminem,1335751,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
50,"Síguelo Bailando",Ozuna,1290042,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
51,"Powerglide (feat. Juicy J)","Rae Sremmurd",1288167,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
52,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1282519,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
53,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1237285,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
54,"Stir Fry",Migos,1236530,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
55,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1211151,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
56,"Lemon - Drake Remix",N.E.R.D,1163064,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
57,"Feel It Still","Portugal. The Man",1162903,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
58,"Capital Letters","Hailee Steinfeld",1120781,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
