,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"SICKO MODE","Travis Scott",2582218,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
2,"In My Feelings",Drake,2328983,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
3,STARGAZING,"Travis Scott",1949820,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
4,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1923295,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
5,"Lucid Dreams","Juice WRLD",1435129,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,CAROUSEL,"Travis Scott",1220451,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
7,YOSEMITE,"Travis Scott",1204874,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
8,"No Brainer","DJ Khaled",1165763,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
9,SAD!,XXXTENTACION,1098231,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"WAKE UP","Travis Scott",1074683,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
11,"R.I.P. SCREW","Travis Scott",1054948,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
12,"Eastside (with Halsey & Khalid)","benny blanco",1053977,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
13,"NO BYSTANDERS","Travis Scott",1035338,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
14,"I Like It","Cardi B",1014147,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
15,"Taste (feat. Offset)",Tyga,995471,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
16,"5% TINT","Travis Scott",985026,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
17,"CAN'T SAY","Travis Scott",978803,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
18,Nonstop,Drake,958924,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
19,"STOP TRYING TO BE GOD","Travis Scott",939987,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
20,"Better Now","Post Malone",930009,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
21,Moonlight,XXXTENTACION,926702,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
22,"Girls Like You (feat. Cardi B)","Maroon 5",923331,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
23,NC-17,"Travis Scott",894329,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
24,"WHO? WHAT!","Travis Scott",862302,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
25,"BUTTERFLY EFFECT","Travis Scott",845218,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
26,SKELETONS,"Travis Scott",820279,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
27,ASTROTHUNDER,"Travis Scott",807813,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
28,"God is a woman","Ariana Grande",799085,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
29,"Yes Indeed","Lil Baby",784206,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
30,HOUSTONFORNICATION,"Travis Scott",780200,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
31,"Nice For What",Drake,735624,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
32,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,703259,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
33,"God's Plan",Drake,678755,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
34,Youngblood,"5 Seconds of Summer",673750,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
35,"Psycho (feat. Ty Dolla $ign)","Post Malone",651307,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
36,Body,"Loud Luxury",608448,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
37,"All Girls Are The Same","Juice WRLD",608093,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
38,"Jocelyn Flores",XXXTENTACION,604972,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
39,"Jackie Chan",Tiësto,581854,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
40,"COFFEE BEAN","Travis Scott",581088,https://open.spotify.com/track/6vnfObZ4Ys70SBAtti1xZ9
