,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,2192067,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"SICKO MODE","Travis Scott",2083198,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1877827,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,STARGAZING,"Travis Scott",1502699,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
5,"Lucid Dreams","Juice WRLD",1443267,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Taking A Walk","Trippie Redd",1243239,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
7,"No Brainer","DJ Khaled",1208804,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
8,SAD!,XXXTENTACION,1117428,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
9,"Taste (feat. Offset)",Tyga,1102337,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
10,"I Like It","Cardi B",1080528,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
11,"Eastside (with Halsey & Khalid)","benny blanco",1068178,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
12,Nonstop,Drake,1043151,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
13,"Better Now","Post Malone",998152,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
14,Moonlight,XXXTENTACION,939562,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
15,"Girls Like You (feat. Cardi B)","Maroon 5",902037,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
16,"Yes Indeed","Lil Baby",822882,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
17,YOSEMITE,"Travis Scott",804550,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
18,"God is a woman","Ariana Grande",765894,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
19,"Nice For What",Drake,751617,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
20,CAROUSEL,"Travis Scott",743981,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
21,"WAKE UP","Travis Scott",713394,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
22,"Missing My Idols","Trippie Redd",703051,https://open.spotify.com/track/5HnxL39pSgVVQMLP7WnSfv
23,"God's Plan",Drake,701018,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
24,Together,"Trippie Redd",694398,https://open.spotify.com/track/6m3LlhdZ0HWn4D7Nnm06MQ
25,"Psycho (feat. Ty Dolla $ign)","Post Malone",688551,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
26,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,673006,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
27,"Forever Ever","Trippie Redd",665601,https://open.spotify.com/track/2c3qwFINQyRGwyqI97UQiA
28,Youngblood,"5 Seconds of Summer",651373,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
29,"Barbie Dreams","Nicki Minaj",646308,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
30,"NO BYSTANDERS","Travis Scott",644552,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
31,"R.I.P. SCREW","Travis Scott",641886,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
32,"CAN'T SAY","Travis Scott",639898,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
33,"STOP TRYING TO BE GOD","Travis Scott",637990,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
34,"Body (feat. brando)","Loud Luxury",625523,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
35,"All Girls Are The Same","Juice WRLD",615650,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
36,"Jocelyn Flores",XXXTENTACION,614408,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
37,"W O R K I N M E",Quavo,611318,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
38,BANG!,"Trippie Redd",603046,https://open.spotify.com/track/1pF74yw15wXk12A1NPVWHD
39,"5% TINT","Travis Scott",602575,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
40,"BUTTERFLY EFFECT","Travis Scott",600036,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
41,"Jackie Chan",Tiësto,599741,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
42,"Shake It Up","Trippie Redd",598810,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
43,"Bird Shit","Trippie Redd",589768,https://open.spotify.com/track/1j2l6jMz85PaXuDiF08Vcv
44,"Beautiful (feat. Camila Cabello)",Bazzi,585381,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
