,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,1956053,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"SICKO MODE","Travis Scott",1700725,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1579930,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,"Lucid Dreams","Juice WRLD",1365097,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
5,STARGAZING,"Travis Scott",1139803,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
6,SAD!,XXXTENTACION,1031147,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,"No Brainer","DJ Khaled",1002656,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
8,"Taste (feat. Offset)",Tyga,950428,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,Nonstop,Drake,949070,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
10,"I Like It","Cardi B",933667,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
11,"Eastside (with Halsey & Khalid)","benny blanco",913452,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
12,"Better Now","Post Malone",871849,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
13,Moonlight,XXXTENTACION,854719,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
14,"Taking A Walk","Trippie Redd",834885,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
15,"Girls Like You (feat. Cardi B)","Maroon 5",817189,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
16,"Barbie Dreams","Nicki Minaj",757688,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
17,"Yes Indeed","Lil Baby",737867,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
18,"God is a woman","Ariana Grande",673377,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
19,"Nice For What",Drake,662071,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
20,YOSEMITE,"Travis Scott",656713,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
21,"God's Plan",Drake,628131,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
22,"Psycho (feat. Ty Dolla $ign)","Post Malone",612499,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
23,Youngblood,"5 Seconds of Summer",594629,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
24,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,577932,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
25,CAROUSEL,"Travis Scott",571742,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
26,"All Girls Are The Same","Juice WRLD",570985,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
27,"Jocelyn Flores",XXXTENTACION,569008,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
28,"Beautiful (feat. Camila Cabello)",Bazzi,554741,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
29,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",528640,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
30,"Jackie Chan",Tiësto,525435,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
31,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,517666,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
32,"WAKE UP","Travis Scott",517503,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
33,"Happy Now",Zedd,515338,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
34,"Body (feat. brando)","Loud Luxury",505411,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
35,changes,XXXTENTACION,502641,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
36,"Look Alive (feat. Drake)","BlocBoy JB",498937,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
37,"rockstar (feat. 21 Savage)","Post Malone",488691,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
38,"CAN'T SAY","Travis Scott",488208,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
39,"BUTTERFLY EFFECT","Travis Scott",469384,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
40,"Lean Wit Me","Juice WRLD",466889,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
41,SWISH,Tyga,465893,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
42,"NO BYSTANDERS","Travis Scott",461557,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
43,"STOP TRYING TO BE GOD","Travis Scott",459625,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
44,"R.I.P. SCREW","Travis Scott",453459,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
45,"I'm Upset",Drake,453418,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
46,"W O R K I N M E",Quavo,439082,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
47,"5% TINT","Travis Scott",432619,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
48,"Praise The Lord (Da Shine)","A$AP Rocky",412581,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
49,"Te Boté - Remix","Nio Garcia",406201,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
50,"I Fall Apart","Post Malone",401097,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
51,Rise,"Jonas Blue",390574,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
52,"Missing My Idols","Trippie Redd",389487,https://open.spotify.com/track/5HnxL39pSgVVQMLP7WnSfv
53,"Mob Ties",Drake,378640,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
