,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,STARGAZING,"Travis Scott",4244308,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
2,"SICKO MODE","Travis Scott",4129691,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,CAROUSEL,"Travis Scott",3153435,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
4,"In My Feelings",Drake,2581603,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
5,"R.I.P. SCREW","Travis Scott",2541949,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
6,"NO BYSTANDERS","Travis Scott",2535998,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
7,"STOP TRYING TO BE GOD","Travis Scott",2378722,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
8,"WAKE UP","Travis Scott",2356198,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
9,"5% TINT","Travis Scott",2238638,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
10,SKELETONS,"Travis Scott",2154341,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
11,NC-17,"Travis Scott",2100794,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
12,YOSEMITE,"Travis Scott",2092634,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
13,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,2061747,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
14,ASTROTHUNDER,"Travis Scott",1921967,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
15,"WHO? WHAT!","Travis Scott",1892011,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
16,"CAN'T SAY","Travis Scott",1793125,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
17,HOUSTONFORNICATION,"Travis Scott",1662734,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
18,"BUTTERFLY EFFECT","Travis Scott",1568959,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
19,"Lucid Dreams","Juice WRLD",1489234,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
20,"COFFEE BEAN","Travis Scott",1393730,https://open.spotify.com/track/6vnfObZ4Ys70SBAtti1xZ9
21,"No Brainer","DJ Khaled",1363681,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
22,"Taste (feat. Offset)",Tyga,1211196,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
23,SAD!,XXXTENTACION,1183919,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
24,"I Like It","Cardi B",1159826,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
25,Nonstop,Drake,1087599,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
26,"Eastside (with Halsey & Khalid)","benny blanco",1051057,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
27,"Better Now","Post Malone",989403,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
28,Moonlight,XXXTENTACION,983744,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
29,"Girls Like You (feat. Cardi B)","Maroon 5",974695,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
30,"God is a woman","Ariana Grande",890695,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
31,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,870915,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
32,"Yes Indeed","Lil Baby",848788,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
33,"Nice For What",Drake,823451,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
34,"God's Plan",Drake,737969,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
35,"Psycho (feat. Ty Dolla $ign)","Post Malone",715838,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
36,Body,"Loud Luxury",674679,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
37,Youngblood,"5 Seconds of Summer",669631,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
38,"Jackie Chan",Tiësto,647030,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
39,"Jocelyn Flores",XXXTENTACION,635343,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
40,"I'm Upset",Drake,627643,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
41,"All Girls Are The Same","Juice WRLD",613106,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
42,"Don’t Matter To Me (with Michael Jackson)",Drake,608705,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
43,changes,XXXTENTACION,584816,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
44,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",582268,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
45,"rockstar (feat. 21 Savage)","Post Malone",572776,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
46,SWISH,Tyga,565500,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
47,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,564547,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
48,"Praise The Lord (Da Shine)","A$AP Rocky",561079,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
49,"Look Alive (feat. Drake)","BlocBoy JB",560667,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
50,Ladders,"Mac Miller",558969,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI
