,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"This Is America","Childish Gambino",2266501,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2,"Nice For What",Drake,1772050,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,"Better Now","Post Malone",1734290,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",1463123,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
5,"God's Plan",Drake,1218587,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,Paranoid,"Post Malone",1092326,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
7,"Look Alive (feat. Drake)","BlocBoy JB",1079326,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
8,"I Like It","Cardi B",1013679,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"rockstar (feat. 21 Savage)","Post Malone",989842,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
10,"Spoil My Night (feat. Swae Lee)","Post Malone",951568,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
11,Stay,"Post Malone",948021,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
12,"Rich & Sad","Post Malone",919011,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
13,"no tears left to cry","Ariana Grande",888593,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
14,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",887198,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
15,"Ball For Me (feat. Nicki Minaj)","Post Malone",865742,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
16,"Plug Walk","Rich The Kid",836818,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
17,OTW,Khalid,833837,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
18,KOD,"J. Cole",825212,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
19,SAD!,XXXTENTACION,813400,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
20,"Walk It Talk It",Migos,778527,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
21,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",752922,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
22,"Candy Paint","Post Malone",741440,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
23,JAPAN,"Famous Dex",738746,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
24,"Over Now","Post Malone",729404,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
25,"Zack And Codeine","Post Malone",709289,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
26,"Call Out My Name","The Weeknd",701386,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
27,"Ric Flair Drip (& Metro Boomin)",Offset,698467,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
28,"Freaky Friday (feat. Chris Brown)","Lil Dicky",691814,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
29,"92 Explorer","Post Malone",690761,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
30,"One Kiss (with Dua Lipa)","Calvin Harris",669316,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
31,"Love Lies (with Normani)",Khalid,667567,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
32,"Takin' Shots","Post Malone",655790,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
33,"The Middle",Zedd,652254,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
34,"Same Bitches (feat. G-Eazy & YG)","Post Malone",646394,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
35,"Playinwitme (feat. Kehlani)",KYLE,637278,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
36,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",633240,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
37,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",631812,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
38,"I Fall Apart","Post Malone",599598,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
39,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",593073,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
40,FRIENDS,Marshmello,584914,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
41,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",562791,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
42,Otherside,"Post Malone",561002,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
43,"All The Stars (with SZA)","Kendrick Lamar",548198,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
44,Mine,Bazzi,537274,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
45,"Blame It On Me","Post Malone",526437,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
46,"Kevin’s Heart","J. Cole",519407,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
47,"Be Careful","Cardi B",507268,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
48,"Lucid Dreams","Juice WRLD",500691,https://open.spotify.com/track/32iYwQ4OYiurnGnOfJ1aEh
49,Youngblood,"5 Seconds of Summer",499307,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
50,Moonlight,XXXTENTACION,498708,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
51,"Stir Fry",Migos,496796,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
52,"All Girls Are The Same","Juice WRLD",487433,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
53,"Sugar Wraith","Post Malone",459462,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
54,"XO TOUR Llif3","Lil Uzi Vert",459457,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
55,"lovely (with Khalid)","Billie Eilish",458077,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
56,Heaven,"Kane Brown",455422,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
57,"Youth (feat. Khalid)","Shawn Mendes",452333,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
58,ATM,"J. Cole",444678,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
59,"Te Boté - Remix","Nio Garcia",440571,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
60,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",429011,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
61,Motiv8,"J. Cole",420715,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
62,Chun-Li,"Nicki Minaj",412716,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
63,"In My Blood","Shawn Mendes",401780,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
64,"Red Roses (feat. Landon Cube)","Lil Skies",401581,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
